Date,SP500_Return,VIX,Realized_Vol
2021-10-01,-0.012985898136748442,21.100000381469727,0.0
2021-10-04,-0.012985898136748442,22.959999084472656,0.0
2021-10-05,0.010524514660609219,21.299999237060547,0.0
2021-10-06,0.004102792854185466,21.0,0.0
2021-10-07,0.008298280656405366,19.540000915527344,0.0
2021-10-08,-0.0019137230947889883,18.770000457763672,0.0
2021-10-11,-0.006865763848056816,20.0,0.0
2021-10-12,-0.0024167805585421087,19.850000381469727,0.0
2021-10-13,0.00302251448379387,18.639999389648438,0.0
2021-10-14,0.01706310194558336,16.860000610351562,0.0
2021-10-15,0.007460210377712606,16.299999237060547,0.0
2021-10-18,0.00337476955709759,16.309999465942383,0.0
2021-10-19,0.007393339551406308,15.699999809265137,0.0
2021-10-20,0.0036640298040166996,15.489999771118164,0.0
2021-10-21,0.002995871849622578,15.010000228881836,0.0
2021-10-22,-0.0010725536274130976,15.430000305175781,0.0
2021-10-25,0.004748196569493546,15.239999771118164,0.10431074083313212
2021-10-26,0.0018197952535197182,15.979999542236328,0.10431074083313212
2021-10-27,-0.005051568068462853,16.979999542236328,0.10431074083313212
2021-10-28,0.009829281576461124,16.530000686645508,0.10431074083313212
2021-10-29,0.001949334719149265,16.260000228881836,0.10431074083313212
2021-11-01,0.0018000771431341267,16.40999984741211,0.10431074083313212
2021-11-02,0.0036803630854131963,16.030000686645508,0.08720773412808194
2021-11-03,0.006461279195357994,15.100000381469727,0.08419299594278691
2021-11-04,0.004181942361150437,15.4399995803833,0.0842023628939888
2021-11-05,0.003732799652949259,16.479999542236328,0.08228763868572156
2021-11-08,0.0008877879113036169,17.219999313354492,0.08067796827288053
2021-11-09,-0.003498775895770745,17.780000686645508,0.07605933183223394
2021-11-10,-0.008225823395229703,18.729999542236328,0.08393941132831143
2021-11-11,0.0005509400447352153,17.65999984741211,0.08442312997595817
2021-11-12,0.007222656026415475,16.290000915527344,0.06935928461224582
2021-11-15,-1.0739820344718431e-05,16.489999771118164,0.06752206714449788
2021-11-16,0.003865229864862485,16.3700008392334,0.067649824197853
2021-11-17,-0.002601625374463401,17.110000610351562,0.0669022060837874
2021-11-18,0.0033847802152713324,17.59000015258789,0.06680891825541693
2021-11-19,-0.001398665559303236,17.90999984741211,0.06750313323284443
2021-11-22,-0.0031971365563219223,19.170000076293945,0.06892384619271374
2021-11-23,0.001657132912945114,19.3799991607666,0.06787528123252935
2021-11-24,0.0022938506357221833,18.579999923706055,0.06794194990761895
2021-11-26,-0.022724822637582465,28.6200008392334,0.1058183731008604
2021-11-29,0.013200199537034996,22.959999084472656,0.11013197159914455
2021-11-30,-0.01896131033450521,27.190000534057617,0.12915265687345803
2021-12-01,-0.011815187417889228,31.1200008392334,0.13476459581175873
2021-12-02,0.01419443613158311,27.950000762939453,0.14398647468469733
2021-12-03,-0.008448563730297565,30.670000076293945,0.1441485751241897
2021-12-06,0.011730872577451423,27.18000030517578,0.14997032773270105
2021-12-07,0.020707080374404274,21.889999389648438,0.1670786320120424
2021-12-08,0.0030852853123166657,19.899999618530273,0.1674082199483048
2021-12-09,-0.007181080169894716,21.579999923706055,0.16887081529059964
2021-12-10,0.009549073338481762,18.690000534057617,0.16935509424272718
2021-12-13,-0.009136167611567658,20.309999465942383,0.17276658867874534
2021-12-14,-0.0074706775774360246,21.889999389648438,0.17280092008443196
